                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.86279,                 3.8481,                  1.169,                0.76566,                0.50579,                0.43006,                0.34469,                0.72602,                 1.7903,                 1.0967,              2.856e-05,              2.856e-05,              2.856e-05
                      2,                0.71899,                 1.5201,                 1.0818,                0.67146,                0.38158,                0.38628,                0.29891,                0.75918,                 1.2176,                 1.0602,             2.9447e-05,             2.9447e-05,             2.9447e-05
